sample_uid,observation_uid,tag_id,camera_role,measured_distance_m,predicted_distance_m,distance_residual_m,normalized_distance_residual,measured_angle_deg,predicted_angle_deg,angle_residual_deg,normalized_angle_residual,da_combined_score,rejected,rejection_reason
main29_s001,main29_s001_o002,36,front,4.432,4.4261286595069995,-0.005871340493000865,-0.1174268098600173,1.5,3.970421150777611,2.470421150777611,0.9881684603110443,0.7036568629763376,False,
main29_s001,main29_s001_o003,37,front,4.444,4.4090928686441595,-0.03490713135584045,-0.698142627116809,-12.1,-9.696701026540126,2.4032989734598686,0.9613195893839475,0.8401007322728867,False,
main29_s001,main29_s001_o004,38,front,4.09,4.169221717120969,0.07922171712096926,1.5844343424193852,-21.9,-22.184845271733906,-0.28484527173390006,-0.11393810869356003,1.1232573342851173,False,
main29_s001,main29_s001_o005,39,front,4.094,4.144810915916125,0.05081091591612452,1.0162183183224904,-29.3,-35.483410111269905,-6.183410111269893,-1.7489324882145625,1.4302909701921793,False,
main29_s001,main29_s001_o006,45,rear,0.833,0.9051642831045053,0.07216428310450529,1.4432856620901058,-9.3,-10.546281004461207,-1.2462810044611956,-0.49851240178447825,1.0797194351144663,False,
main29_s002,main29_s002_o007,36,front,3.655,3.6399761014128877,-0.015023898587112061,-0.3004779717422412,24.2,23.880357216680295,-0.31964278331969354,-0.12785711332787741,0.2309052326506145,False,
main29_s002,main29_s002_o008,37,front,3.484,3.488855004333833,0.004855004333832902,0.09710008667665804,5.4,7.091480893957737,1.6914808939577313,0.6765923575830926,0.48332475892119464,False,
main29_s002,main29_s002_o009,38,front,3.169,3.182005694391851,0.013005694391850842,0.26011388783701683,-10.8,-8.65473376084546,2.1452662391545516,0.8581064956618206,0.6340370622221931,False,
main29_s002,main29_s002_o010,39,front,3.11,3.151658172616297,0.04165817261629723,0.8331634523259446,-24.2,-26.137057387817123,-1.9370573878171342,-0.7748229551268537,0.8045222029512912,False,
main29_s002,main29_s002_o011,44,rear,1.434,1.4649444151627096,0.030944415162709626,0.6188883032541925,15.0,13.592120967005599,-1.4078790329944013,-0.39820832452828014,0.5203809189567165,False,
main29_s002,main29_s002_o012,45,rear,1.865,1.8708127696587546,0.005812769658754657,0.11625539317509315,-8.1,-8.896835249999526,-0.7968352499995319,-0.3187340999998128,0.23990283756657207,False,
main29_s003,main29_s003_o013,43,front,1.45,1.4212979642023191,-0.028702035797680825,-0.5740407159536165,25.3,25.67094291668377,0.37094291668375945,0.10491850072808113,0.41263218207476804,False,
main29_s003,main29_s003_o014,44,front,2.361,2.352854240492682,-0.008145759507318218,-0.16291519014636435,10.4,12.01799628092931,1.6179962809293045,0.6471985123717218,0.4719148618112147,False,
main29_s003,main29_s003_o015,45,front,2.844,2.849821187121067,0.005821187121067162,0.11642374242134323,-3.7,-0.8075898259737642,2.8924101740262245,1.1569640696104897,0.8222287839066014,False,
main29_s003,main29_s003_o016,46,front,2.897,2.90490283283907,0.007902832839070228,0.15805665678140457,-20.4,-19.80039380618541,0.5996061938145942,0.2398424775258377,0.20310874030755877,False,
main29_s003,main29_s003_o017,47,front,3.199,3.249777965639082,0.0507779656390821,1.015559312781642,-29.8,-36.36495578293051,-6.564955782930497,-1.856849900919998,1.4965380503555743,True,worst_da_normalized_residual
main29_s003,main29_s003_o018,38,rear,2.221,2.222082084753189,0.0010820847531887168,0.021641695063774335,12.2,9.528478712216042,-2.6715212877839463,-0.7556203274704987,0.5345233588216034,False,
main29_s003,main29_s003_o019,39,rear,2.153,2.1553151452139754,0.002315145213975356,0.04630290427950712,-14.7,-15.829668202943793,-1.1296682029438045,-0.3195184187169541,0.22829364735368787,False,
main29_s004,main29_s004_o020,45,front,3.823,3.870735975214012,0.04773597521401207,0.9547195042802414,24.0,22.84737566248782,-1.1526243375121794,-0.4610497350048718,0.7496853306558601,False,
