rank,combo_index,rejection_score_threshold,min_score_gap,max_rejections,solver_success_rate,position_mean_error_m,position_median_error_m,position_p90_error_m,position_p95_error_m,position_max_error_m,heading_mean_abs_error_deg,heading_median_abs_error_deg,heading_p90_abs_error_deg,heading_p95_abs_error_deg,heading_max_abs_error_deg,position_within_5cm_rate,position_within_10cm_rate,heading_within_5deg_rate,heading_within_10deg_rate,joint_within_10cm_10deg_rate,joint_within_20cm_20deg_rate,samples_with_rejection,total_rejected_tags,combo_runtime_s
13,13,2.5,0.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3725659999981872
14,14,2.5,0.5,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3663496999979543
15,15,2.5,0.75,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3716902999985905
16,16,2.5,0.75,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3682872999997926
17,17,2.5,1.0,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.36707879999812576
18,18,2.5,1.0,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3708689000013692
19,19,2.5,1.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.36658019999958924
20,20,2.5,1.5,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3787058999987494
21,21,3.0,0.25,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3667667000008805
22,22,3.0,0.25,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.37015750000136904
23,23,3.0,0.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3662490999995498
24,24,3.0,0.5,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.37472510000225157
25,25,3.0,0.75,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.36908240000047954
26,26,3.0,0.75,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3726879000023473
27,27,3.0,1.0,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.37196810000023106
28,28,3.0,1.0,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3713881000003312
29,29,3.0,1.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3728675000020303
30,30,3.0,1.5,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.37364139999772306
31,31,3.5,0.25,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3703741999997874
32,32,3.5,0.25,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3709519000003638
33,33,3.5,0.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.37298809999992955
34,34,3.5,0.5,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3702651000021433
35,35,3.5,0.75,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.371965000002092
36,36,3.5,0.75,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.37005739999949583
37,37,3.5,1.0,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3847606999988784
38,38,3.5,1.0,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.36838360000183457
39,39,3.5,1.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.36971319999793195
40,40,3.5,1.5,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3726060000008147
41,41,4.0,0.25,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3684499000009964
42,42,4.0,0.25,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3696648999975878
43,43,4.0,0.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3691736000000674
44,44,4.0,0.5,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.37290459999712766
45,45,4.0,0.75,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.37390769999910844
46,46,4.0,0.75,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.37088230000154
47,47,4.0,1.0,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3662235999981931
48,48,4.0,1.0,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.36755319999792846
49,49,4.0,1.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.3718436000017391
50,50,4.0,1.5,1,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1.0,0,0,0.36689100000148755
